no,host,parasite,plant,isolate,inoc_date,into_pint,plant_lineage,lineage,imm_stage,imm_assay,imm_date,imm_weight,pup_date,eclo_date,death_date,death_stage,notes,eclosion_date,sex,weight_adult,tape_score,pupal_score,notes_adult,load,wing_area_mm2,length_mm,breath_mm,density,host_long,parasite_long2,plant_long2,longev,cycle_eclosion,cycle_larva,cycle_pupa,pre_mort,larv_mort,pupa_mort,crumpled,outcome,exclude,parasite2,mn_initial,mn_final,mn_diff,mn_max,G,P,S,O,Cdens,granulocytes,plasmatocytes,spheroids,oenocytoids
58,Q,C,S,Control,9/22/2020,9/23/2020,16,G6+G9,2nd,Transcp,9/23/2020,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,Q,C,S,Control,9/18/2020,9/19/2020,8,G9,5th,Blood/Transcp,9/18/2020,971.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1135,2.029,1.9155,0.009369432,108,18,11,2,22600,0.776978417,0.129496403,0.079136691,0.014388489
60,Q,C,S,Control,9/18/2020,9/19/2020,8,G9,NA,NA,NA,NA,9/26/2020,10/4/2020,10/12/2020,adult,NA,10/4/2020,M,0.332,0,NA,NA,NA,674.465,43.0392,24.44,26.8202,Queen,Control,Swamp,8,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,Q,C,S,Control,9/18/2020,9/19/2020,13,8+G13,NA,NA,NA,NA,9/26/2020,10/4/2020,10/18/2020,adult,NA,10/4/2020,M,0.3206,0,NA,NA,NA,657.045,42.105,23.4585,29.9794,Queen,Control,Swamp,14,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,Q,C,S,Control,9/18/2020,9/19/2020,13,8+G13,NA,NA,NA,NA,9/25/2020,10/3/2020,10/17/2020,adult,NA,10/3/2020,M,0.3202,5,NA,NA,25000,644.484,42.1837,23.0938,27.6551,Queen,Control,Swamp,14,15,7,8,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,Q,C,S,Control,9/18/2020,9/19/2020,13,8+G13,NA,NA,NA,NA,9/25/2020,10/3/2020,10/12/2020,adult,NA,10/3/2020,F,0.2866,5,NA,NA,30000,636.853,41.6511,23.306,33.6734,Queen,Control,Swamp,9,15,7,8,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,Q,C,S,Control,9/18/2020,9/19/2020,13,8+G13,NA,NA,NA,NA,9/25/2020,10/3/2020,10/15/2020,adult,NA,10/3/2020,F,0.29,0,NA,NA,NA,607.105,41.1791,22.6063,35.6706,Queen,Control,Swamp,12,15,7,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Q,C,S,Control,9/18/2020,9/19/2020,13,8+G13,NA,NA,NA,NA,9/27/2020,10/5/2020,10/18/2020,adult,NA,10/5/2020,F,0.3577,0,NA,NA,NA,710.384,44.8566,24.5168,28.6396,Queen,Control,Swamp,13,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,Q,C,S,Control,9/18/2020,9/19/2020,5,G16,NA,NA,NA,NA,9/25/2020,10/3/2020,10/15/2020,adult,NA,10/3/2020,F,0.3123,0,NA,NA,NA,714.009,44.2446,24.4652,33.374,Queen,Control,Swamp,12,15,7,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,Q,C,S,Control,9/18/2020,9/19/2020,5,G16,NA,NA,NA,NA,9/25/2020,10/3/2020,10/18/2020,adult,NA,10/3/2020,M,0.3365,0,NA,NA,NA,701.681,44.1558,24.2907,29.4352,Queen,Control,Swamp,15,15,7,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,Q,C,S,Control,9/18/2020,9/19/2020,5,G16,NA,NA,NA,NA,9/25/2020,10/3/2020,10/15/2020,adult,NA,10/3/2020,M,0.3578,0,NA,NA,NA,722.649,45.6763,24.9249,32.0398,Queen,Control,Swamp,12,15,7,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,Q,C,S,Control,9/18/2020,9/19/2020,5,G16,NA,NA,NA,NA,9/25/2020,10/3/2020,10/19/2020,adult,NA,10/3/2020,M,0.3713,0,NA,NA,NA,707.584,45.9421,24.8324,29.6378,Queen,Control,Swamp,16,15,7,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,Q,C,S,Control,9/18/2020,9/19/2020,5,G16,NA,NA,NA,NA,9/25/2020,10/3/2020,10/13/2020,adult,NA,10/3/2020,F,0.2852,0,NA,NA,NA,660.938,42.5628,23.4065,33.2966,Queen,Control,Swamp,10,15,7,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,Q,C,S,Control,9/18/2020,9/19/2020,4,10+G20,5th,Blood/Transcp,9/25/2020,749.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118,2.132,2.014,0.009876006,81,40,11,8,31837.5,0.578571429,0.285714286,0.078571429,0.057142857
73,Q,C,S,Control,9/18/2020,9/19/2020,4,10+G20,NA,NA,NA,NA,9/26/2020,10/4/2020,10/19/2020,adult,NA,10/4/2020,M,0.3645,0,NA,NA,NA,728.538,44.732,24.9997,34.1572,Queen,Control,Swamp,15,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,Q,C,S,Control,9/18/2020,9/19/2020,4,10+G20,NA,NA,NA,NA,9/26/2020,NA,9/27/2020,pupa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Swamp,NA,NA,8,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,Q,C,S,Control,9/18/2020,9/19/2020,11,7,NA,NA,NA,NA,9/26/2020,10/5/2020,10/17/2020,adult,NA,10/5/2020,M,0.3589,0,NA,NA,NA,702.937,44.2326,24.3007,30.7368,Queen,Control,Swamp,12,17,8,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,Q,C,S,Control,9/18/2020,9/19/2020,9,G3+G8,NA,NA,NA,NA,9/25/2020,10/4/2020,10/16/2020,adult,NA,10/4/2020,M,0.3395,0,NA,NA,NA,615.251,41.7278,22.6802,27.6244,Queen,Control,Swamp,12,16,7,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,Q,C,S,Control,9/18/2020,9/19/2020,4,10+G20,5th,Blood/Transcp,9/25/2020,961.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Control,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11775,2.3975,2.27975,0.01334542,72,23,14,3,16700,0.642857143,0.205357143,0.125,0.026785714
78,Q,C,S,Control,9/18/2020,9/19/2020,4,10+G20,NA,NA,NA,NA,9/26/2020,10/4/2020,10/16/2020,adult,NA,10/4/2020,F,0.316,0,NA,NA,NA,732.79,45.044,25.1645,28.7384,Queen,Control,Swamp,12,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,Q,C,S,Control,9/18/2020,9/19/2020,13,8+G13,NA,NA,NA,NA,9/25/2020,10/3/2020,10/15/2020,adult,NA,10/3/2020,M,0.3668,0,NA,NA,NA,628.348,41.9351,23.4385,30.3917,Queen,Control,Swamp,12,15,7,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,Q,C,S,Control,9/18/2020,9/19/2020,13,8+G13,NA,NA,NA,NA,9/25/2020,10/4/2020,10/14/2020,adult,NA,10/4/2020,M,0.2601,0,NA,NA,NA,580.637,40.3894,21.9409,29.4313,Queen,Control,Swamp,10,16,7,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,Q,Q,T,Q1,9/19/2020,9/20/2020,7,7+G7,NA,NA,NA,NA,NA,NA,9/30/2020,larva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,Q,Q,T,Q1,9/19/2020,9/20/2020,9,G3+G8,5th,Blood/Transcp,9/26/2020,698.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.212,3.3755,3.1635,0.018942017,101,9,8,2,14300,0.841666667,0.075,0.066666667,0.016666667
83,Q,Q,T,Q1,9/19/2020,9/20/2020,11,7,NA,NA,NA,NA,9/30/2020,10/8/2020,10/13/2020,adult,NA,10/8/2020,M,0.3903,NA,4,NA,1435000,744.568,45.4909,25.1887,33.8337,Queen,Queen,Tropical,5,19,11,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Q,Q,T,Q1,9/19/2020,9/21/2020,8,G9,2nd,Transcp,9/21/2020,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,Q,Q,T,Q1,9/19/2020,9/20/2020,2,G5,5th,Blood/Transcp,9/26/2020,813.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08325,2.52925,2.446,0.015744549,124,63,15,4,19287.5,0.601941748,0.305825243,0.072815534,0.019417476
86,Q,Q,T,Q1,9/19/2020,9/20/2020,5,G16,5th,Blood/Transcp,9/26/2020,801.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08475,1.938,1.85325,0.01243211,103,36,8,9,29250,0.66025641,0.230769231,0.051282051,0.057692308
87,Q,Q,T,Q1,9/19/2020,9/21/2020,3,G22,2nd,Transcp,9/21/2020,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,Q,Q,T,Q1,9/19/2020,9/20/2020,4,10+G20,NA,NA,NA,NA,9/30/2020,10/8/2020,10/12/2020,adult,NA,10/8/2020,M,0.3812,NA,4,NA,2443750,773.364,46.5871,25.7476,30.2414,Queen,Queen,Tropical,4,19,11,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,Q,Q,T,Q1,9/20/2020,9/21/2020,11,7,NA,NA,NA,NA,9/30/2020,10/8/2020,10/12/2020,adult,pink pupa,10/8/2020,F,0.316,NA,5,NA,1207500,674.733,42.8265,24.32,41.0717,Queen,Queen,Tropical,4,18,10,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Q,Q,T,Q1,9/20/2020,9/22/2020,11,7,2nd,Transcp,9/22/2020,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,Q,Q,T,Q1,9/20/2020,9/21/2020,16,G6+G9,NA,NA,NA,NA,9/30/2020,10/8/2020,10/11/2020,adult,NA,10/8/2020,F,0.2682,NA,4,NA,1652500,594.989,41.5053,22.2863,33.6294,Queen,Queen,Tropical,3,18,10,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Q,Q,T,Q1,9/20/2020,9/22/2020,1,G3+G8,NA,NA,NA,NA,9/30/2020,10/7/2020,10/10/2020,adult,NA,10/7/2020,M,0.2433,NA,4,NA,497500,593.508,40.0912,22.2946,38.7585,Queen,Queen,Tropical,3,17,10,7,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Q,Q,T,Q1,NA,9/22/2020,NA,NA,NA,NA,NA,NA,9/28/2020,10/6/2020,10/12/2020,adult,NA,10/6/2020,F,0.3394,NA,3,NA,1662500,738.863,45.1296,25.0499,35.3694,Queen,Queen,Tropical,6,NA,NA,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Q,Q,T,Q2,9/19/2020,9/20/2020,7,7+G7,NA,NA,NA,NA,NA,NA,9/28/2020,larva,Death 5th instar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,Q,Q,T,Q2,9/19/2020,9/20/2020,9,G3+G8,NA,NA,NA,NA,9/30/2020,10/8/2020,10/12/2020,adult,NA,10/8/2020,M,0.3535,NA,4,NA,325000,607.959,41.4689,22.5387,39.4272,Queen,Queen,Tropical,4,19,11,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Q,Q,T,Q2,9/19/2020,9/21/2020,8,G9,2nd,Transcp,9/21/2020,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Q,Q,T,Q2,9/19/2020,9/20/2020,5,G16,NA,NA,NA,NA,9/28/2020,10/7/2020,10/10/2020,adult,NA,10/7/2020,M,0.3162,NA,5,NA,3206250,746.825,46.296,24.8213,35.7279,Queen,Queen,Tropical,3,18,9,9,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,Q,Q,T,Q2,9/19/2020,9/20/2020,5,G16,NA,NA,NA,NA,9/28/2020,10/6/2020,10/11/2020,adult,NA,10/6/2020,M,0.2735,NA,3,NA,1020000,671.757,43.3572,23.904,36.4598,Queen,Queen,Tropical,5,17,9,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,Q,Q,T,Q2,9/19/2020,9/20/2020,11,7,5th,Blood/Transcp,9/26/2021,1261.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05675,1.3305,1.27375,0.009158335,103,36,6,7,21150,0.677631579,0.236842105,0.039473684,0.046052632
100,Q,Q,T,Q2,9/19/2020,9/20/2020,11,7,NA,NA,NA,NA,9/30/2020,10/7/2020,10/11/2020,adult,NA,10/7/2020,M,0.476,NA,5,NA,2600000,800.263,46.882,26.3395,40.8219,Queen,Queen,Tropical,4,18,11,7,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Q,Q,T,Q2,9/19/2020,9/20/2020,3,G22,NA,NA,NA,NA,9/28/2020,10/6/2020,10/11/2020,adult,NA,10/6/2020,M,0.4093,NA,3,NA,2068750,812.006,46.5203,26.976,36.7114,Queen,Queen,Tropical,5,17,9,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,Q,Q,T,Q2,9/20/2020,9/21/2020,7,7+G7,5th,Blood/Transcp,9/26/2020,1207.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04975,0.99475,0.945,0.003577023,77,21,9,10,15350,0.658119658,0.179487179,0.076923077,0.085470085
103,Q,Q,T,Q2,9/20/2020,9/21/2020,11,7,2nd,Transcp,9/22/2020,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,Q,Q,T,Q2,9/20/2020,9/21/2020,16,G6+G9,2nd,Transcp,9/22/2020,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,Q,Q,T,Q2,9/20/2020,9/21/2020,4,10+G20,NA,NA,NA,NA,9/28/2020,10/6/2020,10/9/2020,adult,NA,10/6/2020,M,0.3344,NA,4,NA,4093750,709.771,43.8463,24.604,36.2162,Queen,Queen,Tropical,3,16,8,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,Q,Q,T,Q2,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/28/2020,10/7/2020,10/12/2020,adult,NA,10/7/2020,M,0.3668,NA,3,NA,637500,772.264,48.2323,25.4179,36.4655,Queen,Queen,Tropical,5,16,7,9,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,Q,Q,T,Q3,9/19/2020,9/20/2020,5,G16,NA,NA,NA,NA,9/28/2020,10/6/2020,10/10/2020,adult,NA,10/6/2020,F,0.3301,NA,3,NA,2606250,736.282,44.3204,25.3332,39.241,Queen,Queen,Tropical,4,17,9,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Q,Q,T,Q3,9/19/2020,9/20/2020,5,G16,5th,Blood/Transcp,9/26/2020,809.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.128,2.11125,1.98325,0.013541415,73,55,3,8,16875,0.525179856,0.395683453,0.021582734,0.057553957
109,Q,Q,T,Q3,9/19/2020,9/20/2020,9,G3+G8,NA,NA,NA,NA,9/27/2020,10/5/2020,10/9/2020,adult,NA,10/5/2020,F,0.2564,NA,5,NA,1125000,652.821,42.9666,23.3533,36.7486,Queen,Queen,Tropical,4,16,8,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,Q,Q,T,Q3,9/19/2020,9/20/2020,4,10+G20,NA,NA,NA,NA,9/27/2020,10/5/2020,10/8/2020,adult,NA,10/5/2020,M,0.2848,NA,5,NA,2618750,656.763,43.439,23.0999,38.7567,Queen,Queen,Tropical,3,16,8,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,Q,Q,T,Q3,9/19/2020,9/20/2020,4,10+G20,5th,Blood/Transcp,9/27/2020,1213.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.759,3.6145,2.8555,0.01566018,104,18,14,5,19462.5,0.737588652,0.127659574,0.09929078,0.035460993
112,Q,Q,T,Q3,9/19/2020,9/20/2020,3,G22,NA,NA,NA,NA,10/1/2020,10/7/2020,10/10/2020,adult,NA,10/7/2020,M,0.3333,NA,4,NA,3387500,753.243,45.1432,25.5641,36.4633,Queen,Queen,Tropical,3,18,12,6,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,Q,Q,T,Q3,9/19/2020,9/20/2020,11,7,NA,NA,NA,NA,9/28/2020,10/7/2020,10/11/2020,adult,NA,10/7/2020,M,0.3541,NA,5,NA,1395000,731.457,44.816,24.9495,38.643,Queen,Queen,Tropical,4,18,9,9,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,Q,Q,T,Q3,9/19/2020,9/20/2020,11,7,5th,Blood/Transcp,9/27/2020,1006.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0425,2.06025,2.01775,0.01417595,86,29,6,5,24075,0.682539683,0.23015873,0.047619048,0.03968254
115,Q,Q,T,Q3,9/20/2020,9/21/2020,11,7,NA,NA,NA,NA,9/30/2020,10/8/2020,10/11/2020,adult,NA,10/8/2020,M,0.3584,NA,4,NA,1030000,736.211,45.8692,25.1271,39.0527,Queen,Queen,Tropical,3,18,10,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,Q,Q,T,Q3,9/20/2020,9/22/2020,16,G6+G9,NA,NA,NA,NA,9/30/2020,10/8/2020,10/14/2020,adult,NA,10/8/2020,M,0.3832,NA,3,NA,950000,743.306,45.2924,25.4648,33.4638,Queen,Queen,Tropical,6,18,10,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,Q,Q,T,Q3,9/20/2020,9/23/2020,16,G6+G9,2nd,Transcp,9/22/2020,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,Q,Q,T,Q3,9/20/2020,9/23/2020,1,G3+G8,2nd,Transcp,9/22/2020,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,Q,Q,T,Q3,9/21/2020,9/22/2020,11,7,2nd,Transcp,9/22/2020,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,Q,Q,T,Q3,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/30/2020,10/9/2020,10/15/2020,adult,NA,10/9/2020,F,0.3617,NA,2,NA,465000,758.194,44.6777,25.6142,36.6689,Queen,Queen,Tropical,6,18,9,9,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,Q,Q,S,Q1,9/19/2020,9/20/2020,7,7+G7,5th,Blood/Transcp,9/26/2020,1151.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.074,1.4375,1.3635,0.006047184,61,7,11,4,7975,0.734939759,0.084337349,0.13253012,0.048192771
122,Q,Q,S,Q1,9/19/2020,9/21/2020,9,G3+G8,NA,NA,NA,NA,9/28/2020,10/7/2020,10/10/2020,adult,NA,10/7/2020,F,0.2905,NA,5,NA,300000,583.803,39.2417,22.1653,42.985,Queen,Queen,Swamp,3,18,9,9,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,Q,Q,S,Q1,9/19/2020,9/20/2020,11,7,NA,NA,NA,NA,9/27/2020,10/6/2020,10/9/2020,adult,NA,10/6/2020,F,0.3496,NA,5,Crumpled,1587500,NA,NA,NA,NA,Queen,Queen,Swamp,3,17,8,9,0,0,0,1,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,Q,Q,S,Q1,9/19/2020,9/20/2020,8,G9,5th,Blood/Transcp,9/26/2020,1056.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04675,1.515,1.46825,0.007584442,95,13,13,4,13387.5,0.76,0.104,0.104,0.032
125,Q,Q,S,Q1,9/19/2020,9/20/2020,2,G5,NA,NA,NA,NA,9/30/2020,NA,10/7/2020,pupa,deformed pupal score 3; death date on pint recorded as 10/8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,11,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,Q,Q,S,Q1,9/19/2020,9/20/2020,5,G16,NA,NA,NA,NA,9/28/2020,10/7/2020,10/12/2020,adult,NA,10/7/2020,F,0.3688,NA,4,NA,1475000,819.482,47.2255,26.3211,35.3849,Queen,Queen,Swamp,5,18,9,9,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,Q,Q,S,Q1,9/19/2020,9/20/2020,3,G22,NA,NA,NA,NA,9/27/2020,10/5/2020,10/5/2020,adult,"Crumpled, frozen; not weighted",NA,M,NA,NA,4,"Crumpled, not processed",3831250,NA,NA,NA,NA,Queen,Queen,Swamp,0,16,8,8,0,0,0,1,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,Q,Q,S,Q1,9/19/2020,NA,4,10+G20,NA,NA,NA,NA,NA,NA,unknown,unknown,Missing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
