no,host,parasite,plant,isolate,inoc_date,into_pint,plant_lineage,lineage,imm_stage,imm_assay,imm_date,imm_weight,pup_date,eclo_date,death_date,death_stage,notes,eclosion_date,sex,weight_adult,tape_score,pupal_score,notes_adult,load,wing_area_mm2,length_mm,breath_mm,density,host_long,parasite_long2,plant_long2,longev,cycle_eclosion,cycle_larva,cycle_pupa,pre_mort,larv_mort,pupa_mort,crumpled,outcome,exclude,parasite2,mn_initial,mn_final,mn_diff,mn_max,G,P,S,O,Cdens,granulocytes,plasmatocytes,spheroids,oenocytoids
129,Q,Q,S,Q1,9/20/2020,9/22/2020,11,7,NA,NA,NA,NA,9/29/2020,10/8/2020,10/11/2020,adult,NA,10/8/2020,M,0.3274,NA,5,Crumpled,1793750,NA,NA,NA,NA,Queen,Queen,Swamp,3,18,9,9,0,0,0,1,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Q,Q,S,Q1,9/20/2020,9/21/2020,11,7,2nd,Transcp,9/22/2020,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,Q,Q,S,Q1,9/20/2020,9/21/2020,16,G6+G9,2nd,Transcp,9/21/2020,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,Q,Q,S,Q1,9/20/2020,9/21/2020,1,G3+G8,NA,NA,NA,NA,9/29/2020,NA,10/1/2020,pupa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,9,NA,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,Q,Q,S,Q1,9/21/2020,9/22/2020,7,7+G7,NA,NA,NA,NA,9/30/2020,10/8/2020,10/12/2020,adult,NA,10/8/2020,M,0.3375,NA,3,NA,1318750,698.317,43.9684,24.3188,42.3731,Queen,Queen,Swamp,4,17,9,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Q,Q,S,Q2,9/19/2020,9/20/2020,7,7+G7,NA,NA,NA,NA,9/27/2020,10/5/2020,10/8/2020,adult,NA,10/5/2020,M,0.3379,NA,5,NA,1675000,750.048,45.7947,25.3416,38.4318,Queen,Queen,Swamp,3,16,8,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,Q,Q,S,Q2,9/19/2020,9/20/2020,9,G3+G8,5th,Transcp,9/26/2020,NA,NA,NA,NA,NA,"Not bled, only dissected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,Q,Q,S,Q2,9/19/2020,9/21/2020,8,G9,2nd,Transcp,9/21/2020,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,Q,Q,S,Q2,9/22/2020,9/24/2020,5,G16,NA,NA,NA,NA,10/2/2020,10/11/2020,10/12/2020,pupa,"Ate 90% of leaf inoculum. Stuck in pupal case, will not be vortexed",10/11/2020,F,NA,4,5,Stuck in pupal case; will not be vortexed,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,10,NA,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,Q,Q,S,Q2,9/19/2020,9/20/2020,5,G16,5th,Blood/Transcp,9/26/2020,822.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2815,3.17,2.8885,0.021152258,72,30,23,2,21375,0.566929134,0.236220472,0.181102362,0.015748031
139,Q,Q,S,Q2,9/19/2020,9/20/2020,11,7,NA,NA,NA,NA,9/27/2020,10/5/2020,10/8/2020,adult,NA,10/5/2020,F,0.2948,NA,4,NA,1682500,694.234,43.8664,24.5266,40.6798,Queen,Queen,Swamp,3,16,8,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,Q,Q,S,Q2,9/19/2020,9/20/2020,11,7,5th,Blood/Transcp,9/26/2020,1006.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0765,1.567,1.4905,0.00878098,72,29,6,4,18675,0.648648649,0.261261261,0.054054054,0.036036036
141,Q,Q,S,Q2,9/19/2020,9/20/2020,3,G22,NA,NA,NA,NA,9/27/2020,10/5/2020,10/10/2020,adult,NA,10/5/2020,F,0.3057,NA,4,NA,785000,740.802,43.9956,25.443,40.7101,Queen,Queen,Swamp,5,16,8,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,Q,Q,S,Q2,9/20/2020,9/23/2020,4,10+G20,2nd,Transcp,9/22/2020,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,Q,Q,S,Q2,9/20/2020,9/21/2020,11,7,2nd,Transcp,9/22/2020,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,Q,Q,S,Q2,9/20/2020,9/22/2020,16,G6+G9,NA,NA,NA,NA,9/30/2020,10/8/2020,10/11/2020,adult,NA,10/8/2020,F,0.2539,NA,4,NA,1150000,614.856,41.9322,22.6297,38.9692,Queen,Queen,Swamp,3,18,10,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,Q,Q,S,Q2,9/20/2020,9/21/2020,8,G9,5th,Blood,9/27/2020,940,9/28/2020,10/7/2020,10/10/2020,adult,NA,10/7/2020,M,0.3386,NA,5,NA,2081250,638.116,42.7075,22.8695,34.5918,Queen,Queen,Swamp,3,17,8,9,0,0,0,0,1,NA,Q,0.0915,2.177,2.0855,0.014266919,85,24,15,7,33300,0.648854962,0.183206107,0.114503817,0.053435115
146,Q,Q,S,Q2,9/21/2020,9/23/2020,11,7,NA,NA,NA,NA,9/30/2020,10/8/2020,10/13/2020,adult,NA,10/8/2020,M,0.4263,NA,4,NA,1987500,817.02,47.5634,26.4517,35.9285,Queen,Queen,Swamp,5,17,9,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,Q,Q,S,Q3,9/19/2020,9/21/2020,5,G16,2nd,Transcp,9/21/2020,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,Q,Q,S,Q3,9/19/2020,9/21/2020,5,G16,NA,NA,NA,NA,9/28/2020,10/7/2020,10/12/2020,adult,NA,10/7/2020,F,0.3149,NA,4,NA,645000,734.589,44.1983,25.2573,37.0758,Queen,Queen,Swamp,5,18,9,9,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,Q,Q,S,Q3,9/19/2020,9/20/2020,9,G3+G8,NA,NA,NA,NA,9/27/2020,10/5/2020,10/10/2020,adult,NA,10/5/2020,M,0.2808,NA,4,NA,260000,577.682,40.6013,21.8905,37.4848,Queen,Queen,Swamp,5,16,8,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,Q,Q,S,Q3,9/19/2020,9/21/2020,4,10+G20,2nd,Transcp,9/22/2020,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,Q,Q,S,Q3,9/19/2020,9/20/2020,4,10+G20,NA,NA,NA,NA,9/28/2020,10/5/2020,10/8/2020,adult,NA,10/5/2020,F,0.2632,NA,4,NA,2337500,688.408,42.767,24.1555,37.012,Queen,Queen,Swamp,3,16,9,7,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,Q,Q,S,Q3,9/19/2020,9/20/2020,3,G22,5th,Blood/Transcp,9/26/2020,1352.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06875,0.9785,0.90975,0.004500893,81,24,5,4,11125,0.710526316,0.210526316,0.043859649,0.035087719
153,Q,Q,S,Q3,9/19/2020,9/20/2020,11,7,5th,Blood/Transcp,9/27/2020,824.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07075,2.0015,1.93075,0.008153974,75,49,10,8,20700,0.528169014,0.345070423,0.070422535,0.056338028
154,Q,Q,S,Q3,9/19/2020,9/21/2020,11,7,2nd,Transcp,9/21/2020,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,Q,Q,S,Q3,9/20/2020,9/22/2020,16,G6+G9,5th,Blood/Transcp,9/27/2020,606.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.13925,1.39875,1.2595,0.005355092,78,14,15,12,12350,0.655462185,0.117647059,0.12605042,0.100840336
156,Q,Q,S,Q3,9/20/2020,9/23/2020,16,G6+G9,2nd,Transcp,9/21/2020,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Queen,Swamp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,Q,Q,S,Q3,9/20/2020,9/23/2020,1,G3+G8,NA,NA,NA,NA,10/1/2020,10/8/2020,10/19/2020,adult,NA,10/8/2020,F,0.3761,2,NA,NA,5000,700.116,44.0375,24.3189,42.3928,Queen,Queen,Swamp,11,18,11,7,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,Q,Q,S,Q3,9/20/2020,9/22/2020,7,7+G7,NA,NA,NA,NA,9/29/2020,10/7/2020,10/11/2020,adult,NA,10/7/2020,F,0.2607,NA,3,NA,1397500,613.763,41.5271,22.8623,40.1787,Queen,Queen,Swamp,4,17,9,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,Q,Q,S,Q3,9/21/2020,9/23/2020,16,G6+G9,NA,NA,NA,NA,9/30/2020,10/8/2020,10/16/2020,adult,NA,10/8/2020,M,0.3744,NA,2,NA,262500,712.874,44.3425,25.0384,35.1428,Queen,Queen,Swamp,8,17,9,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,Q,Q,S,Q3,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,9/30/2020,10/8/2020,10/14/2020,adult,NA,10/8/2020,F,0.381,NA,2,NA,545000,805.447,47.1845,26.1728,38.658,Queen,Queen,Swamp,6,17,9,8,0,0,0,0,1,NA,Q,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,Q,M,T,M1,9/19/2020,9/20/2020,8,G9,NA,NA,NA,NA,9/28/2020,10/6/2020,10/18/2020,adult,NA,10/6/2020,M,0.401,0,NA,NA,NA,703.162,46.2744,24.6302,35.9275,Queen,Monarch,Tropical,12,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Q,M,T,M1,9/19/2020,9/20/2020,7,7+G7,5th,Blood/Transcp,9/26/2020,1088.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05375,1.913,1.85925,0.011058973,63,24,8,4,20587.5,0.636363636,0.242424242,0.080808081,0.04040404
163,Q,M,T,M1,9/19/2020,9/20/2020,9,G3+G8,NA,NA,NA,NA,NA,NA,9/27/2020,unknown,No death stage,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,Q,M,T,M1,9/19/2020,9/20/2020,3,G22,NA,NA,NA,NA,9/28/2020,10/6/2020,10/15/2020,adult,NA,10/6/2020,F,0.325,0,NA,NA,NA,727.395,43.9064,24.8313,38.0898,Queen,Monarch,Tropical,9,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,Q,M,T,M1,9/19/2020,9/20/2020,5,G16,NA,NA,NA,NA,9/28/2020,10/5/2020,10/18/2020,adult,NA,10/5/2020,M,0.3206,0,NA,NA,NA,668.097,43.4511,23.8663,38.0823,Queen,Monarch,Tropical,13,16,9,7,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,Q,M,T,M1,9/19/2020,9/21/2020,5,G16,NA,NA,NA,NA,9/28/2020,10/7/2020,10/20/2020,adult,NA,10/7/2020,M,0.3378,0,NA,NA,NA,707.027,45.2226,24.5001,37.3132,Queen,Monarch,Tropical,13,18,9,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,Q,M,T,M1,9/19/2020,9/21/2020,5,G16,NA,NA,NA,NA,9/30/2020,10/7/2020,10/17/2020,adult,NA,10/7/2020,F,0.3575,0,NA,NA,NA,765.388,46.3337,25.2825,35.7295,Queen,Monarch,Tropical,10,18,11,7,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,Q,M,T,M1,9/19/2020,9/21/2020,11,7,5th,Blood/Transcp,9/27/2020,1035.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043,1.54225,1.49925,0.009924777,74,49,11,5,27500,0.532374101,0.352517986,0.079136691,0.035971223
169,Q,M,T,M1,9/20/2020,9/22/2020,18,G47,2nd,Transcp,9/22/2020,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,Q,M,T,M1,9/20/2020,9/24/2020,18,G47,NA,NA,NA,NA,10/2/2020,10/11/2020,10/23/2020,adult,Ate 75% of leaf inoculum,10/11/2020,M,0.3628,0,NA,NA,NA,746.649,46.4407,24.9747,36.4886,Queen,Monarch,Tropical,12,21,12,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,Q,M,T,M1,9/20/2020,9/22/2020,11,7,2nd,Transcp,9/22/2020,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,Q,M,T,M1,9/20/2020,9/21/2020,1,G3+G8,2nd,Transcp,9/22/2020,14.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,Q,M,T,M1,9/21/2020,9/22/2020,10,3+G11,NA,NA,NA,NA,10/1/2020,10/7/2020,10/18/2020,adult,NA,10/7/2020,F,0.2605,0,NA,NA,NA,559.493,36.203,24.0672,39.6207,Queen,Monarch,Tropical,11,16,10,6,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,Q,M,T,M2,9/19/2020,9/20/2020,11,7,NA,NA,NA,NA,9/27/2020,10/6/2020,10/15/2020,adult,NA,10/6/2020,F,0.3294,0,NA,NA,NA,689.48,44.0124,24.3587,38.2128,Queen,Monarch,Tropical,9,17,8,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Q,M,T,M2,9/19/2020,9/20/2020,6,8+G13,5th,Blood/Transcp,9/26/2020,655.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0455,1.13675,1.09125,0.003668656,73,22,15,5,14400,0.634782609,0.191304348,0.130434783,0.043478261
176,Q,M,T,M2,9/19/2020,9/21/2020,8,G9,5th,Blood/Transcp,9/27/2020,1176.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.078,1.70675,1.62875,0.006933003,91,7,29,2,11075,0.705426357,0.054263566,0.224806202,0.015503876
177,Q,M,T,M2,9/19/2020,9/20/2020,7,7+G7,NA,NA,NA,NA,9/28/2020,10/7/2020,10/21/2020,adult,NA,10/7/2020,M,0.372,0,NA,NA,NA,660.811,43.1983,23.3646,35.8106,Queen,Monarch,Tropical,14,18,9,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,Q,M,T,M2,9/19/2020,9/20/2020,7,7+G7,NA,NA,NA,NA,9/28/2020,10/7/2020,10/15/2020,adult,NA,10/7/2020,F,0.3819,0,NA,NA,NA,779.747,47.2031,25.7147,35.6012,Queen,Monarch,Tropical,8,18,9,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,Q,M,T,M2,9/19/2020,9/20/2020,9,G3+G8,NA,NA,NA,NA,9/27/2020,10/5/2020,10/13/2020,adult,NA,10/5/2020,F,0.311,0,NA,NA,NA,613.587,40.6233,23.2223,37.5036,Queen,Monarch,Tropical,8,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,Q,M,T,M2,9/19/2020,9/22/2020,9,G3+G8,2nd,Transcp,9/22/2020,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,Q,M,T,M2,9/19/2020,9/22/2020,5,G16,NA,NA,NA,NA,10/3/2020,10/12/2020,10/24/2020,adult,Pupa with deformed posterior end,10/12/2020,M,0.3727,0,NA,NA,NA,761.946,46.9013,24.9881,33.8696,Queen,Monarch,Tropical,12,23,14,9,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,Q,M,T,M2,9/20/2020,9/21/2020,18,G47,NA,NA,NA,NA,9/30/2020,10/7/2020,10/19/2020,adult,NA,10/7/2020,M,0.3656,0,NA,NA,NA,717.486,45.8498,24.8459,33.9384,Queen,Monarch,Tropical,12,17,10,7,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,Q,M,T,M2,9/20/2020,9/21/2020,8,G9,NA,NA,NA,NA,10/2/2020,10/10/2020,10/21/2020,adult,Pupa with minor injury,10/10/2020,M,0.2264,0,NA,NA,NA,521.536,37.8579,21.1365,33.4,Queen,Monarch,Tropical,11,20,12,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,Q,M,T,M2,9/20/2020,9/21/2020,1,G3+G8,2nd,Transcp,9/22/2020,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,Q,M,T,M2,9/20/2020,9/21/2020,2,G5,2nd,Transcp,9/22/2020,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,Q,M,T,M2,9/21/2020,9/22/2020,11,7,NA,NA,NA,NA,NA,NA,9/28/2020,larva,Death 5th instar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,Q,M,T,M3,9/19/2020,9/20/2020,8,G9,NA,NA,NA,NA,NA,NA,9/30/2020,larva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,Q,M,T,M3,9/19/2020,9/20/2020,9,G3+G8,NA,NA,NA,NA,9/27/2020,10/5/2020,10/14/2020,adult,NA,10/5/2020,F,0.2684,0,NA,NA,NA,619.116,41.5103,23.104,37.3469,Queen,Monarch,Tropical,9,16,8,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,Q,M,T,M3,9/19/2020,9/20/2020,3,G22,NA,NA,NA,NA,9/28/2020,10/6/2020,10/19/2020,adult,NA,10/6/2020,M,0.3966,0,NA,NA,NA,756.657,45.8849,25.7971,34.8216,Queen,Monarch,Tropical,13,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,Q,M,T,M3,9/19/2020,9/20/2020,3,G22,5th,Blood/Transcp,9/26/2020,926.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.084,1.747,1.663,0.008914883,114,35,11,2,17662.5,0.703703704,0.216049383,0.067901235,0.012345679
191,Q,M,T,M3,9/19/2020,9/20/2020,5,G16,NA,NA,NA,NA,9/28/2020,10/6/2020,10/17/2020,adult,NA,10/6/2020,F,0.2879,0,NA,NA,NA,496.428,35.8148,20.9432,41.5508,Queen,Monarch,Tropical,11,17,9,8,0,0,0,0,0,NA,C/UI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,Q,M,T,M3,9/19/2020,9/20/2020,11,7,NA,NA,NA,NA,NA,NA,9/29/2020,larva,Death 5th instar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
193,Q,M,T,M3,9/19/2020,9/20/2020,7,7+G7,NA,NA,NA,NA,NA,NA,10/2/2020,larva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,Q,M,T,M3,9/19/2020,9/21/2020,4,10+G20,NA,NA,NA,NA,NA,NA,10/3/2020,larva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,Q,M,T,M3,9/20/2020,9/21/2020,8,G9,NA,NA,NA,NA,NA,NA,9/27/2020,larva,Death 5th instar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,Q,M,T,M3,9/20/2020,9/22/2020,6,8+G13,5th,Blood/Transcp,9/28/2020,755.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17275,2.4355,2.26275,0.016316635,74,37,4,5,31500,0.616666667,0.308333333,0.033333333,0.041666667
197,Q,M,T,M3,9/22/2020,9/23/2020,16,G6+G9,2nd,Transcp,9/23/2020,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,Q,M,T,M3,9/20/2020,9/22/2020,1,G3+G8,2nd,Transcp,9/22/2020,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Queen,Monarch,Tropical,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
